id,full_text,is_real
8964,virus certainly created vaccine extermination machine unmasked vaccinated people making healthy people sick pfizer document admits vaccinated people shed infectious particles spike protein bioweapon,0
8965,excellent article also conspiracy theorists erroneously calling mrna covid vaccine gene therapy,1
8966,thats vaccine experimental gene therapy treatment guess idea long term side effects congratulations whove received still alive,0
8967,evidence covid19 vaccines cause infertility via,1
8968,15 days stay inside wear mask stay 6ft apart shutter business dont go work take handout white culture evil dont question elections kids books racist math racist cops racist take untested vaccine take untested vaccine take untested vaccine,0
8969,got first shot,1
8970,got second vaccine lets gooo,1
8971,got vaccine lets gooooooo whips nae naes,1
8972,theyre experimental medicines approved fda unresolved concerns longterm effects people including effects female fertility conspiracy theory asked practicing physicians,0
8973,booked vaccine appointment saturday,1
8974,covid vaccine based experimental technology delivers genetic instructions cells body instructions create protein would otherwise never created told nothing go wrong read,0
8975,theyre vaccine passports theyre movement licenses vaccine experimental gene therapy lockdown best completely pointless universal medical isolation worst ubiquitous public incarceration call things euphemisms,0
8976,experimental vaccine studies shown covid 19 vascular disease vaccines deadly dont work like spike proteins supposed thought work im biologist seems logical steer clear thisuntil trials complete,0
8977,got 2nd shot one step closer getting back love us fortunate access vaccinedo wait cant wait get back physical forums conferences,1
8978,death rates skyrocket israel following experimental covid vaccines foreign affairs intelligence council,0
8979,got first covid vaccine two weeks ago since keep getting calls offering vaccine supply high go get vaccinated havent already,1
8980,big lie say lies 1 biden legit president 2 pandemic 3 gene therapy shot vaccine 4 gov best interest heart,0
8981,death rates skyrocket israel following experimental covid vaccines foreign affairs intelligence council,0
8982,doctor refuses accept vaccinated patients donamp take depopulation vaccine,0
8983,world citizensglobal vaccine danger warningex pfizer science head michael yeadon speaksgene therapy,0
8984,vaccine experimental dna therapy get right,0
8985,herd immunity protect dont need poison vaccine body youcant get herd immunity everyone thinks like hope fucking enjoy wearing mask 2035,0
8986,two days birthday day second vaccine dose terribly excited,1
8987,groundbreaking news canada launched first gene therapy trial duchenne muscular dystrophy exciting milestone hopefully first come learn investigational treatment,0
8988,got 2nd vaccine today,1
8989,got pfizer star wars day feel midichlorians powering right,1
8990,please people research experimental vaccine dangerous killing people media lying wake know cdc reviews death michigan woman got jampj vaccine,0
8991,doctors around world issue dire warning get experimental covid vaccine,0
8992,unmasked vaccinated people making healthy people sick pfizer document admits spike protein bioweapon,0
8993,covid chinese bioweapon designed destroy america also masks dumb ill never take vaccine make make sense,0
8994,govts corps mds nurses inform allow believe theyre giving tested vaccine theyre actually giving experimental gene therapy passed emergency use trial 2023they committing crime humanity,0
8995,remember advise family friends rush things life yes rush take rushed vaccine thats fda approved,0
8996,healthy immune system vaccine diseases body birth bill gates poisonous chemical meant damage natural vaccinethe immune systemhence deaths jab advance depopulation agenda,0
8997,experimental vaccine death rate israels elderly 40 times higher covid19 deaths researchers news lifesite,0
8998,gene therapy become vaccine,0
8999,look youre going get vaccine go jampj tried true vector vaccine pfizer moderna experimental mrna vaccines,0
9000,uk spirit stoicism used us order experiment us insufficiently tested vaccine gene therapy also lead us totally controlled digital survaillance society never leave succumb vax certs,0
9001,healthy 27 year old jack took astrazeneca gene therapy injection three weeks later went hospital emergency department april 9th complaining headacheson april 20th jack passed away suddenly leaves behind grieving family wanting answers,0
9002,death rates skyrocket israel following pfizer experimental covid vaccines via,0
9003,dr carrie madej exposes endgame behind vaccine technology covid vaccine includes biosensors record personal thoughts emotions actions result total population control depopulation,0
9004,world citizensglobal vaccine danger warningex pfizer science head michael yeadon speaksgene therapy,0
9005,doctors around world issue dire warning get experimental covid vaccine,0
9006,theyre vaccine passports theyre movement licenses vaccine experimental gene therapy lockdown best completely pointless universal medical isolation worst ubiquitous public incarceration call things euphemisms,0
9007,msm zionistcommunist fake news reporter gets owned joe america proud member covid communist propaganda arm nwo,0
9008,covid19 acquired immunity producing tcells antibodies natural immunity provides resistance viral mutationsvariants people rush get experimental vaccine natural immunity far away superior vaccine,0
9009,patriot breaking news may 3 2021 1043 pm alert vaccine bioweapon 5 doctors testify,0
9010,people injected mrna vaccine bodies turned bioweapons factories churning spike protein particles shed mouths skin infecting everyone around,0
9011,ive already sterilized dog still need give depopulation vaccine asking friend,0
9012,genuine questions experts gene therapy changes caused eua vaccines reversed happens eua vaccine recipients blood product transfused nonrecipient,0
9013,vaccine shedding real,0
9014,currently rumours spread kashmir covid 19 vaccine causes infertility theres zero evidence covid19 vaccines interfere fertility misinformation dangerous rumors based fear messenger rna vaccine 13,1
9015,pfizerbiontech coronavirus vaccine may cause heart inflammation,0
9016,beware vaccinated people vaccinated people making healthy people sick pfizer document admits vaccinated people shed infectious particles spike protein bioweapon see brighteon,0
9017,long term effects concerning scientist urges cdc put halt experimental gene therapy,0
